Transaction Date,Month,Bar Code,Equipment Id,Umoja EqpNo,Plate #,Asset #,Long Description,Owner Type,Owner Name,Location Id,TP Sub Type,Section/Unit,Receiving Person,Dest Odometer,Odometer Unit,Fuel Qty,Qty Unit,Full Tank,Std. FCU,Tolerance %,Adj. Std. FCU,FCU UOM,Txn FCU,ODO Diff,Monthly FCU,Transaction Id,Overconsumption %,Overconsumption Liter
19-12-22,2022 / 12,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,61182,km,51,litre,Y,13,20,15.6,litre/100 km,11.0151188,463,,01037700043966582174P-1671438131909-685,,
22-07-22,2022 / 07,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401687,45438,km,50,litre,Y,13,20,15.6,litre/100 km,10.940919,457,,0103770004396658213M6-1658472792770-1526,,
13-02-23,2023 / 02,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,64198,km,55,litre,Y,13,20,15.6,litre/100 km,10.9343936,503,,01037700043966582174P-1676278149207-822,,
23-03-23,2023 / 03,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401906,68210,km,47,litre,Y,13,20,15.6,litre/100 km,10.8294931,434,,0103770004396658213NL-1679551514077-33,,
08-12-22,2022 / 12,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,60107,km,31,litre,Y,13,20,15.6,litre/100 km,10.7638889,288,,01037700043966582174P-1670492674876-655,,
16-09-22,2022 / 09,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,53045,km,45,litre,Y,13,20,15.6,litre/100 km,10.6382979,423,,01037700043966582174P-1663330141151-434,,
22-05-23,2023 / 05,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401906,72819,km,50,litre,Y,13,20,15.6,litre/100 km,10.6157113,471,,0103770004396658213NM-1684752417381-170,,
02-07-22,2022 / 07,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401687,43003,km,64,litre,Y,13,20,15.6,litre/100 km,10.5263158,608,,0103770004396658213M6-1656733586357-1491,,
31-10-22,2022 / 10,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,57345,km,45,litre,Y,13,20,15.6,litre/100 km,10.2739726,438,11.4414103,01037700043966582174P-1667200679121-540,,
31-01-23,2023 / 01,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,63289,km,39,litre,Y,13,20,15.6,litre/100 km,10.15625,384,,01037700043966582174P-1675143350617-791,,
20-02-23,2023 / 02,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,65192,km,55,litre,Y,13,20,15.6,litre/100 km,9.6660808,569,,01037700043966582174P-1676892174988-841,,
16-03-23,2023 / 03,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401906,67573,km,32,litre,Y,13,20,15.6,litre/100 km,9.3841642,341,,0103770004396658213MM-1678959501312-1341,,
24-02-23,2023 / 02,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,65769,km,19,litre,Y,13,20,15.6,litre/100 km,9.3596059,203,,01037700043966582174P-1677228111151-855,,
21-01-23,2023 / 01,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,62348,km,30,litre,Y,13,20,15.6,litre/100 km,9.0634441,331,9.0634441,01037700043966582174P-1674298475455-764,,
24-10-22,2022 / 10,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,56907,km,28,litre,Y,13,20,15.6,litre/100 km,8.2352941,340,,01037700043966582174P-1666591157451-523,,
04-04-23,2023 / 04,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401906,68855,km,27.32,litre,Y,13,20,15.6,litre/100 km,8.2042042,333,,01037700043966582173X-1680604833678-33,,
10-10-22,2022 / 10,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,55268,km,58,litre,Y,13,20,15.6,litre/100 km,0.1138975,50923,,0103770004396658213M6-1665382368611-1705,,
19-10-22,2022 / 10,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,56567,km,49,litre,Y,13,20,15.6,litre/100 km,0.0963618,50850,,0103770004396658213M6-1666154625910-1723,,
03-10-22,2022 / 10,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,54452,km,43,litre,Y,13,20,15.6,litre/100 km,0.084659,50792,,01037700043966582174P-1664777821791-471,,
01-06-23,2023 / 06,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401906,73472,km,54,litre,Y,13,20,15.6,litre/100 km,0.0816129,66166,,0103770004396658213NM-1685604369270-196,,
02-05-23,2023 / 05,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401906,71121,km,52,litre,Y,13,20,15.6,litre/100 km,0.0747105,69602,,0103770004396658213NL-1683022674231-152,,
12-05-23,2023 / 05,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401906,71865,km,46,litre,Y,13,20,15.6,litre/100 km,0.0661652,69523,,0103770004396658213NL-1683886594671-180,,
14-11-22,2022 / 11,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,58681,km,34,litre,Y,13,20,15.6,litre/100 km,0.0600198,56648,,01037700043966582174P-1668414973226-585,,
31-05-23,2023 / 05,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401906,7306,km,18,litre,Y,13,20,15.6,litre/100 km,-0.0274755,-65513,-0.3275092,01037700043966582175M-1685519145345-28,,
08-05-23,2023 / 05,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401906,2342,km,38,litre,Y,13,20,15.6,litre/100 km,-0.0552494,-68779,,01037700043966582175M-1683544596236-21,,
28-04-23,2023 / 04,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401906,1519,km,49,litre,Y,13,20,15.6,litre/100 km,-0.0713038,-68720,-0.3356303,0103770004396658213NM-1682662417517-91,,
18-10-22,2022 / 10,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,5717,km,37,litre,Y,13,20,15.6,litre/100 km,-0.0738169,-50124,,01037700043966582174P-1666071608129-511,,
28-09-22,2022 / 09,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,3660,km,42,litre,Y,13,20,15.6,litre/100 km,-0.0838374,-50097,-0.9087242,01037700043966582174P-1664358059905-463,,
07-10-22,2022 / 10,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,4345,km,48,litre,Y,13,20,15.6,litre/100 km,-0.095795,-50107,,01037700043966582174P-1665132845744-485,,
07-11-22,2022 / 11,02288005-0-1,02288005,,UN 418,1-3TN6VPV,IVECO Minibus,UN,UNFICYP,UNPA,,,MS4-401626,1642,km,65,litre,Y,13,20,15.6,litre/100 km,-0.1166903,-55703,,01037700043966582174P-1667821229495-561,,
25-11-22,2022 / 11,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401701,1862,hour,88,litre,Y,20,20,24,litre/hour,7.3333333,12,,0103770004396658213L5-1669355828016-1239,,
16-06-23,2023 / 06,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401881,2016,hour,43,litre,Y,20,20,24,litre/hour,7.1666667,6,7.1666667,0103770004396658213O7-1686891902835-236,,
15-12-22,2022 / 12,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401701,1878,hour,61,litre,Y,20,20,24,litre/hour,6.7777778,9,6.7777778,0103770004396658213H2-1671093715984-937,,
15-07-22,2022 / 07,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401631,1756,hour,80,litre,Y,20,20,24,litre/hour,6.6666667,12,,0103770004396658213L5-1657864488167-1035,,
18-04-23,2023 / 04,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401881,1957,hour,100,litre,Y,20,20,24,litre/hour,6.6666667,15,,0103770004396658213O7-1681798293116-88,,
31-10-22,2022 / 10,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401654,1829,hour,108,litre,Y,20,20,24,litre/hour,6,18,6,0103770004396658213H2-1667218134539-874,,
12-05-23,2023 / 05,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401881,1998,hour,90,litre,Y,20,20,24,litre/hour,6,15,,0103770004396658214TF-1683868075124-150,,
27-01-23,2023 / 01,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401701,1906,hour,125,litre,Y,20,20,24,litre/hour,5.952381,21,,0103770004396658213H2-1674800462290-995,,
23-12-22,2022 / 12,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401841,1885,hour,41,litre,Y,20,20,24,litre/hour,5.8571429,7,,0103770004396658213H2-1671789937152-964,,
14-11-22,2022 / 11,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401701,1850,hour,121,litre,Y,20,20,24,litre/hour,5.7619048,21,,01037700043966582174N-1668434667057-524,,
30-11-22,2022 / 11,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401701,1869,hour,40,litre,Y,20,20,24,litre/hour,5.7142857,7,6.7368421,0103770004396658213L5-1669811815663-1247,,
05-05-23,2023 / 05,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401881,1983,hour,45,litre,Y,20,20,24,litre/hour,5.625,8,,0103770004396658214TF-1683273700136-143,,
12-08-22,2022 / 08,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401701,1787,hour,112,litre,Y,20,20,24,litre/hour,5.6,20,,0103770004396658213H2-1660282653700-751,,
22-02-23,2023 / 02,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401701,1927,hour,115,litre,Y,20,20,24,litre/hour,5.4761905,21,5.4761905,01037700043966582113F-1677057379893-117,,
26-05-23,2023 / 05,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401881,2010,hour,65,litre,Y,20,20,24,litre/hour,5.4166667,12,5.7407407,0103770004396658214TF-1685077517083-167,,
31-03-23,2023 / 03,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401762,1942,hour,80,litre,Y,20,20,24,litre/hour,5.3333333,15,5.3333333,01037700043966582173X-1680250014291-9,,
29-07-22,2022 / 07,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401701,1767,hour,55,litre,Y,20,20,24,litre/hour,5,11,5,0103770004396658213L5-1659072787232-1071,,
28-04-23,2023 / 04,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401881,1975,hour,84,litre,Y,20,20,24,litre/hour,4.6666667,18,4.6666667,0103770004396658213O7-1682676952212-110,,
21-10-22,2022 / 10,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401701,1811,hour,75,litre,Y,20,20,24,litre/hour,2.34375,32,,0103770004396658213H2-1666328422640-850,,
23-06-23,2023 / 06,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401881,20222,hour,41,litre,Y,20,20,24,litre/hour,0.002252,18206,,0103770004396658213O7-1687499108470-250,,
31-08-22,2022 / 08,01597968-0-1,01597968,,UN 370,1-32NLOFN,"JCB DIGGER, LOADER",UN,UNFICYP,UNPA,,,MS4-401701,1779,hour,60,litre,Y,20,20,24,litre/hour,-7.5,-8,-7.5,0103770004396658213H2-1661923417291-771,,
17-08-22,2022 / 08,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,4958,km,10,litre,Y,6.6,20,7.92,litre/100 km,9.6153846,104,,01037700043966582174N-1660732044249-286,21.40637121,1.763199984
26-09-22,2022 / 09,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,6128,km,33,litre,Y,6.6,20,7.92,litre/100 km,9.4555874,349,9.4555874,0103770004396658213O7-1664179210173-3313,19.3887298,5.359200026
06-07-22,2022 / 07,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,4244,km,14,litre,Y,6.6,20,7.92,litre/100 km,9.3333333,150,9.3333333,0103770004396658213O7-1657089968197-3057,17.84511742,2.11999995
04-08-22,2022 / 08,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,ICV-1423,4659,km,38,litre,Y,6.6,20,7.92,litre/100 km,9.1566265,415,,0103770004396658213O7-1659592441764-3140,15.61397096,5.131999975
11-11-22,2022 / 11,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,7219,km,10,litre,Y,6.6,20,7.92,litre/100 km,9.009009,111,9.009009,01037700043966582174N-1668164113902-511,13.75011364,1.20879999
12-08-22,2022 / 08,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,4854,km,17,litre,Y,6.6,20,7.92,litre/100 km,8.7179487,195,,0103770004396658213O7-1660295664937-3176,10.07510985,1.555999965
08-02-23,2023 / 02,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,9217,km,28,litre,Y,6.6,20,7.92,litre/100 km,8.3086053,337,,01037700043966582113F-1675846310708-42,4.906632576,1.309599861
23-12-22,2022 / 12,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,8162,km,17,litre,Y,6.6,20,7.92,litre/100 km,8.2524272,206,,0103770004396658213O7-1671783616820-3519,4.197313131,0.684800032
22-02-23,2023 / 02,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,9625,km,14,litre,Y,6.6,20,7.92,litre/100 km,8.2352941,170,7.8431373,01037700043966582113F-1677065742193-119,3.980986111,0.53599997
05-01-23,2023 / 01,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,8443,km,23,litre,Y,6.6,20,7.92,litre/100 km,8.1850534,281,8.1850534,0103770004396658213O7-1672911745649-3545,3.346633838,0.744800054
14-09-22,2022 / 09,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,5779,km,32,litre,Y,6.6,20,7.92,litre/100 km,8.0604534,397,,0103770004396658213O7-1663143206969-3283,1.773401515,0.557599998
11-03-23,2023 / 03,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,ICV-1423,9986,km,29,litre,Y,6.6,20,7.92,litre/100 km,8.033241,361,,01037700043966582175N-1678523208532-175,1.429810606,0.40880001
23-01-23,2023 / 01,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,8880,km,14,litre,Y,6.6,20,7.92,litre/100 km,8,175,,01037700043966582174N-1674470151382-652,1.01010101,0.14
24-03-23,2023 / 03,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,10266,km,22,litre,Y,6.6,20,7.92,litre/100 km,7.8571429,280,7.8571429,01037700043966582175N-1679653485730-209,,
20-01-23,2023 / 01,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,8705,km,20,litre,Y,6.6,20,7.92,litre/100 km,7.6335878,262,,01037700043966582174N-1674209589617-646,,
25-11-22,2022 / 11,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,7613,km,30,litre,Y,6.6,20,7.92,litre/100 km,7.6142132,394,,0103770004396658213O7-1669376408573-3472,,
08-12-22,2022 / 12,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,7956,km,26,litre,Y,6.6,20,7.92,litre/100 km,7.5801749,343,7.5801749,01037700043966582174N-1670488423493-593,,
18-02-23,2023 / 02,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,ICV-1423,9455,km,18,litre,Y,6.6,20,7.92,litre/100 km,7.5630252,238,,01037700043966582113F-1676718005363-73,,
30-08-22,2022 / 08,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,LCV-2058,5382,km,32.02,litre,Y,6.6,20,7.92,litre/100 km,7.5518868,424,8.1632089,0103770004396658213O7-1661853785417-3242,,
01-11-22,2022 / 11,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,ICV-1423,7108,km,36,litre,Y,6.6,20,7.92,litre/100 km,7.4074074,486,,0103770004396658213O7-1667306407606-3424,,
08-10-22,2022 / 10,02444047-0-1,02444047,,UN 004,1-43G5190,KIA 4/4 XCEED,UN,UNFICYP,UNPA,,,ICV-1423,6622,km,36,litre,Y,6.6,20,7.92,litre/100 km,7.2874494,494,,01037700043966582174N-1665218432197-453,,
06-06-23,2023 / 06,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2190,31651,km,19,litre,Y,8,20,9.6,litre/100 km,10.6145251,179,,01037700043966582175O-1686051313383-258,10.56796979,1.815999929
06-12-22,2022 / 12,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2190,28349,km,29,litre,Y,8,20,9.6,litre/100 km,10.5454545,275,10.5454545,01037700043966582174N-1670317766045-589,9.848484375,2.599999875
23-12-22,2022 / 12,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2190,28693,km,36,litre,Y,8,20,9.6,litre/100 km,10.4651163,344,,0103770004396658213O7-1671782180083-3518,9.011628125,2.976000072
27-06-23,2023 / 06,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2190,32473,km,17,litre,Y,8,20,9.6,litre/100 km,10.4294479,163,,01037700043966582174N-1687847987093-352,8.640082292,1.352000077
30-05-23,2023 / 05,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2143,31472,km,36,litre,Y,8,20,9.6,litre/100 km,10.4046243,346,10.3658537,01037700043966582175N-1685429534114-417,8.381503125,2.784000078
12-05-23,2023 / 05,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2143,31126,km,32,litre,Y,8,20,9.6,litre/100 km,10.3225806,310,,01037700043966582175N-1683877226588-336,7.52688125,2.23999986
22-09-22,2022 / 09,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,ICV-1451,27673,km,43,litre,Y,8,20,9.6,litre/100 km,10.3117506,417,,0103770004396658214T9-1663824766126-269,7.41406875,2.968000002
23-01-23,2023 / 01,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,ICV-1483,29111,km,42,litre,Y,8,20,9.6,litre/100 km,10.0478469,418,,0103770004396658214T9-1674464217614-665,4.665071875,1.872000042
01-09-22,2022 / 09,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,ICV-1451,27256,km,40,litre,Y,8,20,9.6,litre/100 km,9.8039216,408,9.8039216,0103770004396658214T9-1662037414594-201,2.124183333,0.832000128
19-10-22,2022 / 10,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,ICV-1451,28074,km,39,litre,Y,8,20,9.6,litre/100 km,9.7256858,401,9.7256858,01037700043966582152E-1666174101069-716,1.309227083,0.504000058
21-06-23,2023 / 06,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2190,32310,km,22,litre,Y,8,20,9.6,litre/100 km,9.6491228,228,9.4081942,01037700043966582113F-1687332731582-533,0.511695833,0.111999984
12-08-22,2022 / 08,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,ICV-1451,26848,km,32,litre,Y,8,20,9.6,litre/100 km,8.3769634,382,8.3769634,0103770004396658214T9-1660312334906-189,,
03-05-23,2023 / 05,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2190,30816,km,30,litre,Y,8,20,9.6,litre/100 km,8.2417582,364,,01037700043966582175N-1683099610772-321,,
02-03-23,2023 / 03,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2108,30035,km,27,litre,Y,8,20,9.6,litre/100 km,6.9053708,391,,0103770004396658213UN-1677742090160-5052,,
29-07-22,2022 / 07,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2108,26466,km,25,litre,Y,8,20,9.6,litre/100 km,6.5616798,381,0.250962,0103770004396658213UN-1659075138183-3782,,
14-03-23,2023 / 03,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2149,30452,km,26,litre,Y,8,20,9.6,litre/100 km,6.235012,417,6.235012,0103770004396658213H2-1678786104618-9,,
08-07-22,2022 / 07,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,ICV-1451,26085,km,35,litre,Y,8,20,9.6,litre/100 km,0.1487652,23527,,0103770004396658214T9-1657281790751-92,,
24-02-23,2023 / 02,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2149,29644,km,23,litre,Y,8,20,9.6,litre/100 km,0.0861165,26708,,0103770004396658214T9-1677231676149-752,,
14-06-23,2023 / 06,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2190,32082,km,20,litre,Y,8,20,9.6,litre/100 km,0.0692257,28891,,01037700043966582175O-1686724713429-281,,
08-06-23,2023 / 06,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2154,3191,km,20,litre,Y,8,20,9.6,litre/100 km,-0.0702741,-28460,,01037700043966582113F-1686212657813-509,,
03-02-23,2023 / 02,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,LCV-2190,2936,km,23,litre,Y,8,20,9.6,litre/100 km,-0.0878701,-26175,,01037700043966582175N-1675418764475-14,,
01-07-22,2022 / 07,02280899-0-1,02280899,,UN 016,1-3TBWIOJ,KIA RIO,UN,UNFICYP,UNPA,,,ICV-1451,2558,km,22,litre,Y,8,20,9.6,litre/100 km,-0.0967671,-22735,,0103770004396658213O7-1656681097788-3042,,
16-01-23,2023 / 01,02335456-0-1,02335456,,UN 006,1-3VJ6FPC,KIA SORENTO,UN,UNFICYP,UNPA,,,MS2-203630,29227,km,30.8,litre,Y,8,20,9.6,litre/100 km,11.2408759,274,,0103770004396658214T9-1673871234577-645,17.09245729,4.495999966
03-10-22,2022 / 10,02335456-0-1,02335456,,UN 006,1-3VJ6FPC,KIA SORENTO,UN,UNFICYP,UNPA,,,MS2-202962,24421,km,33,litre,Y,8,20,9.6,litre/100 km,9.7922849,337,,0103770004396658214T9-1664776747212-318,2.002967708,0.648000113
20-12-22,2022 / 12,02335456-0-1,02335456,,UN 006,1-3VJ6FPC,KIA SORENTO,UN,UNFICYP,UNPA,,,MS2-202962,28817,km,34,litre,Y,8,20,9.6,litre/100 km,9.0909091,374,,0103770004396658213H2-1671517828057-952,,
07-11-22,2022 / 11,02335456-0-1,02335456,,UN 006,1-3VJ6FPC,KIA SORENTO,UN,UNFICYP,UNPA,,,MS2-202962,26949,km,26,litre,Y,8,20,9.6,litre/100 km,8.9965398,289,,0103770004396658213O7-1667805381349-3436,,
05-12-22,2022 / 12,02335456-0-1,02335456,,UN 006,1-3VJ6FPC,KIA SORENTO,UN,UNFICYP,UNPA,,,MS2-202962,28030,km,25,litre,Y,8,20,9.6,litre/100 km,8.9605735,279,,0103770004396658214T9-1670221472966-541,,
07-03-23,2023 / 03,02335456-0-1,02335456,,UN 006,1-3VJ6FPC,KIA SORENTO,UN,UNFICYP,UNPA,,,MS2-202962,31009,km,37,litre,Y,8,20,9.6,litre/100 km,8.5846868,431,,01037700043966582174N-1678164717782-23,,
13-04-23,2023 / 04,02335456-0-1,02335456,,UN 006,1-3VJ6FPC,KIA SORENTO,UN,UNFICYP,UNPA,,,MS2-202962,32784,km,32.1,litre,Y,8,20,9.6,litre/100 km,8.5828877,374,,01037700043966582175O-1681371962187-133,,
