Transaction Date,Month,Bar Code,Equipment Id,Umoja EqpNo,Plate #,Asset #,Long Description,Owner Type,Owner Name,Location Id,TP Sub Type,Section/Unit,Receiving Person,Dest Odometer,Odometer Unit,Fuel Qty,Qty Unit,Full Tank,Std. FCU,Tolerance %,Adj. Std. FCU,FCU UOM,Txn FCU,ODO Diff,Monthly FCU,Transaction Id,Overconsumption %,Overconsumption Liter
05-05-23,2023 / 05,00677399-0-1,00677399,17051376,UN 503,MIT 11067,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,MFR,MS1-103254,304849,km,134,litre,Y,11.5,20,13.8,litre/100 km,10.0074683,1339,10.0074683,0103770004396658213L5-1683273505593-762,,
13-08-22,2022 / 08,00677399-0-1,00677399,17051376,UN 503,MIT 11067,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,MFR,MS1-103030,272864,km,99,litre,Y,11.5,20,13.8,litre/100 km,3.5986914,2751,3.5986914,0103770004396658213UN-1660370510224-3875,,
08-06-23,2023 / 06,00677399-0-1,00677399,17051376,UN 503,MIT 11067,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,MFR,MS1-103261,310725,km,124,litre,Y,11.5,20,13.8,litre/100 km,2.1102791,5876,2.1102791,0103770004396658213L5-1686211007332-1237,,
28-04-23,2023 / 04,00677399-0-1,00677399,17051376,UN 503,MIT 11067,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,MFR,MS1-103266,303510,km,148,litre,Y,11.5,20,13.8,litre/100 km,1.2189096,12142,1.2189096,0103770004396658213L5-1682666720214-721,,
24-01-23,2023 / 01,00677399-0-1,00677399,17051376,UN 503,MIT 11067,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,MFR,MS1-103043,291368,km,81,litre,Y,11.5,20,13.8,litre/100 km,0.4377432,18504,0.4377432,0103770004396658213UN-1674569578623-4819,,
27-07-22,2022 / 07,00677399-0-1,00677399,17051376,UN 503,MIT 11067,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,MFR,MS1-102940,270113,km,124,litre,Y,11.5,20,13.8,litre/100 km,0.3541946,35009,0.3541946,0103770004396658213UN-1658897106609-3768,,
22-06-23,2023 / 06,00677514-0-1,00677514,17051378,UN 726,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,Denia,,UNPOL,POL-8468,221902,km,134,litre,Y,11.5,20,13.8,litre/100 km,15.5092593,864,10.4360608,0103770004396658213L5-1687420083175-1299,12.38593696,14.76800035
29-05-23,2023 / 05,00677514-0-1,00677514,17051378,UN 726,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,Denia,,UNPOL,POL-8260,218704,km,142,litre,Y,11.5,20,13.8,litre/100 km,10.7331822,1323,10.7331822,0103770004396658214TF-1685347944288-182,,
06-06-23,2023 / 06,00677514-0-1,00677514,17051378,UN 726,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,Denia,,UNPOL,POL-8461,219861,km,118,litre,Y,11.5,20,13.8,litre/100 km,10.19879,1157,,0103770004396658213L5-1686038237937-1213,,
05-05-23,2023 / 05,00677514-0-1,00677514,17051378,UN 726,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,Denia,,UNPOL,POL-8468,217381,km,127,litre,Y,11.5,20,13.8,litre/100 km,10.1195219,1255,,0103770004396658213L5-1683290801005-763,,
13-03-23,2023 / 03,00677514-0-1,00677514,17051378,UN 726,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,Denia,,UNPOL,POL-8260,212812,km,128,litre,Y,11.5,20,13.8,litre/100 km,10.0078186,1279,,0103770004396658214TF-1678704799636-25,,
23-03-23,2023 / 03,00677514-0-1,00677514,17051378,UN 726,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,Denia,,UNPOL,POL-8260,214025,km,118,litre,Y,11.5,20,13.8,litre/100 km,9.7279472,1213,,0103770004396658213O7-1679562588585-18,,
28-02-23,2023 / 02,00677514-0-1,00677514,17051378,UN 726,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,Denia,,UNPOL,POL-8004,211533,km,108,litre,Y,11.5,20,13.8,litre/100 km,9.5829636,1127,9.5829636,0103770004396658213UN-1677575099593-5035,,
14-06-23,2023 / 06,00677514-0-1,00677514,17051378,UN 726,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,Denia,,UNPOL,POL-8461,221038,km,79,litre,Y,11.5,20,13.8,litre/100 km,6.7119796,1177,,0103770004396658214SR-1686730088596-165,,
22-02-23,2023 / 02,00677514-0-1,00677514,17051378,UN 726,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,Denia,,UNPOL,POL-8219,210406,km,116,litre,Y,11.5,20,13.8,litre/100 km,0.3317224,34969,,0103770004396658213UN-1677054439446-4997,,
27-04-23,2023 / 04,00677514-0-1,00677514,17051378,UN 726,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,Denia,,UNPOL,POL-8468,216126,km,108,litre,Y,11.5,20,13.8,litre/100 km,0.0554933,194618,0.0554933,0103770004396658213L5-1682582361231-714,,
31-03-23,2023 / 03,00677514-0-1,00677514,17051378,UN 726,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,Denia,,UNPOL,POL-8461,21508,km,104,litre,Y,11.5,20,13.8,litre/100 km,-0.0540212,-192517,-0.1160457,0103770004396658213L5-1680250441139-376,,
05-08-22,2022 / 08,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,LCV-2109,219088,km,109,litre,Y,11.5,20,13.8,litre/100 km,13.8149556,789,,0103770004396658214T9-1659709384207-161,0.108373913,0.117999684
31-10-22,2022 / 10,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,ICV-1478,222236,km,127,litre,Y,11.5,20,13.8,litre/100 km,13.2845188,956,13.2845188,0103770004396658214T9-1667196912822-411,,
23-07-22,2022 / 07,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,LCV-2109,218299,km,100,litre,Y,11.5,20,13.8,litre/100 km,12.9701686,771,12.9701686,0103770004396658214T9-1658562972516-127,,
05-07-22,2022 / 07,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,LCV-2109,217528,km,152,litre,Y,11.5,20,13.8,litre/100 km,12.4183007,1224,,0103770004396658213O7-1657020079686-3055,,
08-12-22,2022 / 12,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,LCV-2109,223206,km,119,litre,Y,11.5,20,13.8,litre/100 km,12.2680412,970,,01037700043966582174N-1670489194826-594,,
23-12-22,2022 / 12,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401755,224080,km,95,litre,Y,11.5,20,13.8,litre/100 km,10.8695652,874,,0103770004396658215LU-1671783717886-1114,,
15-01-23,2023 / 01,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401780,226830,km,94,litre,Y,11.5,20,13.8,litre/100 km,10.421286,902,,0103770004396658215LU-1673769639583-1144,,
29-01-23,2023 / 01,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401735,228765,km,76,litre,Y,11.5,20,13.8,litre/100 km,10.2425876,742,10.1868171,0103770004396658215LU-1675000387369-1174,,
31-12-22,2022 / 12,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401861,224933,km,87,litre,Y,11.5,20,13.8,litre/100 km,10.1992966,853,10.5385061,01037700043966582173Y-1672479085642-887,,
23-01-23,2023 / 01,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401670,228023,km,119,litre,Y,11.5,20,13.8,litre/100 km,9.9748533,1193,,0103770004396658215LU-1674478079683-1168,,
08-01-23,2023 / 01,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401861,225928,km,94,litre,Y,11.5,20,13.8,litre/100 km,9.4472362,995,,0103770004396658215LU-1673171721379-1134,,
27-09-22,2022 / 09,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,LCV-2109,221280,km,135,litre,Y,11.5,20,13.8,litre/100 km,0.06775,199262,0.06775,0103770004396658214T9-1664269762547-296,,
30-08-22,2022 / 08,01537957-0-1,01537957,,UN 025,MIT 11069,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,LCV-2109,22018,km,144,litre,Y,11.5,20,13.8,litre/100 km,-0.0730705,-197070,-0.0730705,0103770004396658214T9-1661844612794-196,,
19-07-22,2022 / 07,01537956-0-1,01537956,,UN 726,CYP 07269,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,POL-8219,348717,km,80,litre,Y,11.5,20,13.8,litre/100 km,11.7820324,679,11.2343967,0103770004396658213H2-1658243321321-729,,
16-09-22,2022 / 09,01537956-0-1,01537956,,UN 726,CYP 07269,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,POL-8202,356259,km,83,litre,Y,11.5,20,13.8,litre/100 km,11.2162162,740,,0103770004396658213UN-1663315966494-4042,,
31-08-22,2022 / 08,01537956-0-1,01537956,,UN 726,CYP 07269,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,POL-8202,354329,km,105,litre,Y,11.5,20,13.8,litre/100 km,11.1228814,944,8.6617583,0103770004396658213H2-1661931404934-777,,
10-09-22,2022 / 09,01537956-0-1,01537956,,UN 726,CYP 07269,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,POL-8219,355519,km,128,litre,Y,11.5,20,13.8,litre/100 km,10.7563025,1190,,0103770004396658213UN-1662797748750-4015,,
13-07-22,2022 / 07,01537956-0-1,01537956,,UN 726,CYP 07269,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,POL-8219,348038,km,82,litre,Y,11.5,20,13.8,litre/100 km,10.7470511,763,,0103770004396658213UN-1657701238090-3699,,
02-08-22,2022 / 08,01537956-0-1,01537956,,UN 726,CYP 07269,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,POL-8009,349711,km,106,litre,Y,11.5,20,13.8,litre/100 km,10.6639839,994,,0103770004396658213L5-1659451333260-1081,,
26-08-22,2022 / 08,01537956-0-1,01537956,,UN 726,CYP 07269,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,POL-8004,353385,km,125,litre,Y,11.5,20,13.8,litre/100 km,10.5663567,1183,,0103770004396658213H2-1661510286062-767,,
06-07-22,2022 / 07,01537956-0-1,01537956,,UN 726,CYP 07269,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,POL-8009,347275,km,72,litre,Y,11.5,20,13.8,litre/100 km,10.5109489,685,,0103770004396658213UN-1657100104521-3661,,
22-09-22,2022 / 09,01537956-0-1,01537956,,UN 726,CYP 07269,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,POL-8202,357041,km,81,litre,Y,11.5,20,13.8,litre/100 km,10.3580563,782,10.7752957,0103770004396658213UN-1663832578653-4073,,
10-08-22,2022 / 08,01537956-0-1,01537956,,UN 726,CYP 07269,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,POL-8202,350534,km,85,litre,Y,11.5,20,13.8,litre/100 km,10.328068,823,,0103770004396658213UN-1660118666223-3854,,
19-08-22,2022 / 08,01537956-0-1,01537956,,UN 726,CYP 07269,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,POL-8219,352202,km,85,litre,Y,11.5,20,13.8,litre/100 km,5.0959233,1668,,0103770004396658213UN-1660921021591-3901,,
15-07-22,2022 / 07,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401674,305012,km,64,litre,Y,11.5,20,13.8,litre/100 km,11.9402985,536,,01037700043966582174N-1657875234080-198,,
30-09-22,2022 / 09,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401715,313735,km,61,litre,Y,11.5,20,13.8,litre/100 km,11.4018692,535,11.4018692,01037700043966582152E-1664541092247-653,,
07-07-22,2022 / 07,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401674,303301,km,74,litre,Y,11.5,20,13.8,litre/100 km,11.3149847,654,,0103770004396658213H2-1657188988024-716,,
02-12-22,2022 / 12,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401856,321902,km,27,litre,Y,11.5,20,13.8,litre/100 km,10.8433735,249,,0103770004396658213L5-1669970172443-1252,,
21-10-22,2022 / 10,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401542,316885,km,92,litre,Y,11.5,20,13.8,litre/100 km,10.836278,849,,0103770004396658213H2-1666340013419-854,,
05-08-22,2022 / 08,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401726,307688,km,117,litre,Y,11.5,20,13.8,litre/100 km,10.8233117,1081,,0103770004396658213H2-1659699191322-745,,
29-07-22,2022 / 07,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401726,306607,km,83,litre,Y,11.5,20,13.8,litre/100 km,10.7652399,771,,0103770004396658213L5-1659081237122-1080,,
12-08-22,2022 / 08,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401726,308845,km,124,litre,Y,11.5,20,13.8,litre/100 km,10.7173725,1157,,0103770004396658213L5-1660317749697-1114,,
20-04-23,2023 / 04,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401879,339289,km,80,litre,Y,11.5,20,13.8,litre/100 km,10.6382979,752,,0103770004396658213O7-1681972287357-95,,
14-10-22,2022 / 10,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401726,316036,km,110,litre,Y,11.5,20,13.8,litre/100 km,10.5062082,1047,,0103770004396658213L5-1665740319243-1198,,
22-08-22,2022 / 08,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401535,310391,km,162,litre,Y,11.5,20,13.8,litre/100 km,10.4786546,1546,,0103770004396658213L5-1661167298144-1128,,
22-07-22,2022 / 07,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401726,305836,km,86,litre,Y,11.5,20,13.8,litre/100 km,10.4368932,824,,0103770004396658213H2-1658498892581-738,,
31-03-23,2023 / 03,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401778,337132,km,86,litre,Y,11.5,20,13.8,litre/100 km,10.3864734,828,10.259366,0103770004396658213O7-1680278526438-56,,
31-08-22,2022 / 08,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401542,311639,km,129,litre,Y,11.5,20,13.8,litre/100 km,10.3365385,1248,,0103770004396658213L5-1661938022296-1143,,
13-09-22,2022 / 09,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401674,313200,km,161,litre,Y,11.5,20,13.8,litre/100 km,10.3139013,1561,,0103770004396658211CY-1663049218440-838,,
13-04-23,2023 / 04,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401804,338537,km,60,litre,Y,11.5,20,13.8,litre/100 km,10.2739726,584,,0103770004396658213O7-1681370381088-82,,
14-03-23,2023 / 03,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401877,335216,km,159,litre,Y,11.5,20,13.8,litre/100 km,10.2316602,1554,,0103770004396658214TF-1678790377598-26,,
11-11-22,2022 / 11,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401726,319408,km,124,litre,Y,11.5,20,13.8,litre/100 km,10.2057613,1215,,0103770004396658213L5-1668183713179-1223,,
23-03-23,2023 / 03,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401887,336304,km,111,litre,Y,11.5,20,13.8,litre/100 km,10.2022059,1088,,0103770004396658213O7-1679570316916-20,,
19-05-23,2023 / 05,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401877,343527,km,60,litre,Y,11.5,20,13.8,litre/100 km,10.1694915,590,,0103770004396658213O7-1684502645171-177,,
31-10-22,2022 / 10,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401726,318193,km,133,litre,Y,11.5,20,13.8,litre/100 km,10.1681957,1308,,01037700043966582174N-1667224203855-492,,
25-11-22,2022 / 11,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401726,320957,km,157,litre,Y,11.5,20,13.8,litre/100 km,10.1355713,1549,,0103770004396658213H2-1669386801317-912,,
18-02-23,2023 / 02,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401542,331924,km,143,litre,Y,11.5,20,13.8,litre/100 km,10.1203114,1413,,01037700043966582152E-1676706167290-1133,,
16-06-23,2023 / 06,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401790,347421,km,125,litre,Y,11.5,20,13.8,litre/100 km,10.0644122,1242,10.0644122,0103770004396658214TF-1686907512094-208,,
09-06-23,2023 / 06,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401879,346179,km,120,litre,Y,11.5,20,13.8,litre/100 km,10.0502513,1194,,0103770004396658213L5-1686302347902-1255,,
23-06-23,2023 / 06,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401980,348250,km,83,litre,Y,11.5,20,13.8,litre/100 km,10.0120627,829,,0103770004396658214TF-1687508520293-227,,
07-04-23,2023 / 04,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401754,337953,km,82,litre,Y,11.5,20,13.8,litre/100 km,9.9878197,821,,0103770004396658214TF-1680848938742-89,,
30-12-22,2022 / 12,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401726,326092,km,125,litre,Y,11.5,20,13.8,litre/100 km,9.9443119,1257,,0103770004396658213H2-1672393867410-974,,
13-01-23,2023 / 01,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401726,327673,km,157,litre,Y,11.5,20,13.8,litre/100 km,9.9304238,1581,,0103770004396658213L5-1673625964585-1307,,
30-11-22,2022 / 11,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401856,321653,km,69,litre,Y,11.5,20,13.8,litre/100 km,9.9137931,696,10.0668151,0103770004396658213H2-1669797292606-918,,
27-01-23,2023 / 01,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401856,329309,km,162,litre,Y,11.5,20,13.8,litre/100 km,9.9022005,1636,,0103770004396658213L5-1674834783412-1333,,
30-06-23,2023 / 06,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401980,349235,km,97,litre,Y,11.5,20,13.8,litre/100 km,9.8477157,985,,0103770004396658214TF-1688102500729-249,,
07-10-22,2022 / 10,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401674,314989,km,123,litre,Y,11.5,20,13.8,litre/100 km,9.8086124,1254,,01037700043966582174N-1665130197532-447,,
12-07-22,2022 / 07,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401592,304476,km,115,litre,Y,11.5,20,13.8,litre/100 km,9.787234,1175,,0103770004396658211CY-1657603227392-829,,
28-04-23,2023 / 04,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401879,340486,km,117,litre,Y,11.5,20,13.8,litre/100 km,9.7744361,1197,10.1460719,0103770004396658214TF-1682681219218-135,,
22-12-22,2022 / 12,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401762,324835,km,153,litre,Y,11.5,20,13.8,litre/100 km,9.751434,1569,,0103770004396658213L5-1671704184861-1279,,
05-05-23,2023 / 05,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401877,341465,km,95,litre,Y,11.5,20,13.8,litre/100 km,9.7037794,979,,0103770004396658214TF-1683284797279-145,,
03-02-23,2023 / 02,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401701,330511,km,116,litre,Y,11.5,20,13.8,litre/100 km,9.6505824,1202,,0103770004396658213H2-1675439610280-1007,,
09-12-22,2022 / 12,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401726,323266,km,131,litre,Y,11.5,20,13.8,litre/100 km,9.6041056,1364,,0103770004396658213H2-1670600489093-932,,
26-05-23,2023 / 05,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401879,344360,km,80,litre,Y,11.5,20,13.8,litre/100 km,9.6038415,833,,0103770004396658214TF-1685087853946-177,,
12-05-23,2023 / 05,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401877,342937,km,141,litre,Y,11.5,20,13.8,litre/100 km,9.5788043,1472,,0103770004396658213O7-1683895677431-148,,
03-03-23,2023 / 03,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401726,333662,km,165,litre,Y,11.5,20,13.8,litre/100 km,9.4936709,1738,,0103770004396658213H2-1677857300967-1061,,
31-05-23,2023 / 05,01537959-0-1,01537959,,UN 800,MIT 11075,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401790,344985,km,57,litre,Y,11.5,20,13.8,litre/100 km,9.12,625,9.6022727,0103770004396658214TF-1685527797588-192,,
13-01-23,2023 / 01,01537958-0-1,01537958,,UN 817,MIT 11078,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401674,434336,km,64,litre,Y,11.5,20,13.8,litre/100 km,13.0612245,490,,0103770004396658213O7-1673604947517-3565,,
27-05-23,2023 / 05,01537958-0-1,01537958,,UN 817,MIT 11078,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401887,452304,km,39,litre,Y,11.5,20,13.8,litre/100 km,12.1118012,322,,0103770004396658213O7-1685165215233-191,,
29-07-22,2022 / 07,01537958-0-1,01537958,,UN 817,MIT 11078,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401549,418521,km,80,litre,Y,11.5,20,13.8,litre/100 km,11.9760479,668,11.9760479,0103770004396658213L5-1659077932834-1079,,
12-08-22,2022 / 08,01537958-0-1,01537958,,UN 817,MIT 11078,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401524,419976,km,76,litre,Y,11.5,20,13.8,litre/100 km,11.9122257,638,,0103770004396658213L5-1660280503568-1104,,
23-06-23,2023 / 06,01537958-0-1,01537958,,UN 817,MIT 11078,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401884,455591,km,72,litre,Y,11.5,20,13.8,litre/100 km,11.8616145,607,,0103770004396658214TF-1687517204459-229,,
16-09-22,2022 / 09,01537958-0-1,01537958,,UN 817,MIT 11078,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401524,424048,km,116,litre,Y,11.5,20,13.8,litre/100 km,11.7290192,989,,0103770004396658213UN-1663314948683-4041,,
08-09-22,2022 / 09,01537958-0-1,01537958,,UN 817,MIT 11078,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401674,423059,km,83,litre,Y,11.5,20,13.8,litre/100 km,11.6246499,714,,0103770004396658211CY-1662625868991-837,,
26-08-22,2022 / 08,01537958-0-1,01537958,,UN 817,MIT 11078,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401549,421527,km,67,litre,Y,11.5,20,13.8,litre/100 km,11.3945578,588,,0103770004396658213L5-1661492250497-1133,,
05-08-22,2022 / 08,01537958-0-1,01537958,,UN 817,MIT 11078,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401712,419338,km,92,litre,Y,11.5,20,13.8,litre/100 km,11.2607099,817,,0103770004396658213UN-1659690498836-3832,,
27-10-22,2022 / 10,01537958-0-1,01537958,,UN 817,MIT 11078,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401820,429895,km,80,litre,Y,11.5,20,13.8,litre/100 km,11.2517581,711,,0103770004396658214T9-1666866207325-408,,
04-11-22,2022 / 11,01537958-0-1,01537958,,UN 817,MIT 11078,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401790,430632,km,82,litre,Y,11.5,20,13.8,litre/100 km,11.1261872,737,,0103770004396658213H2-1667546457338-887,,
28-02-23,2023 / 02,01537958-0-1,01537958,,UN 817,MIT 11078,4X4 ON/OFF ROAD,UN,UNFICYP,UNPA,,UNPA,MS4-401829,440107,km,30,litre,Y,11.5,20,13.8,litre/100 km,11.1111111,270,10.3036336,0103770004396658213H2-1677566351381-1051,,
